author,dates,likes,Comments
@croassianio,2024-07-01T01:34:38Z,0,Pesona orang pintar
@Munforwins,2024-07-01T01:34:30Z,1,Anjay ada ibnu😊
@mymemorys3510,2024-07-01T01:33:40Z,1,Kok gak trending ya?
@destiaeddymuchtar2577,2024-07-01T01:33:09Z,1,"Bumil nonton ginian, berdoa semoga adik janin bisa secerdas kaka kaka yg ada disini❤"
@Szzfh_,2024-07-01T01:33:02Z,1,Maxwell lucuu😵
@sanmikim,2024-07-01T01:32:38Z,0,Wow university war indonesian ver 😮😊
@tuankacamata6303,2024-07-01T01:32:07Z,0,"How proud we are, Indonesia sebenarnya punya banyak talenta2 berprestasi yg luar biasa."
@raihansalsabila1332,2024-07-01T01:31:04Z,7,"acara seperti ini harus dikembangkan di Indonesia, viralkan acara - acara yang mengunggulkan kecerdasan. matikan konten -konten yang memviralkan kebodohan. good job ruangguru😃"
@meritawigatiprimantariputr1266,2024-07-01T01:30:24Z,0,MERINDING TERUUUUS NONTON DARI AWAL 😮😮 BERASA LIAT DEWA
@naynaaizania391,2024-07-01T01:29:42Z,0,Pliss banyakin tontonan berkualitas begini 🙃🙃
@knhisan1549,2024-07-01T01:29:17Z,1,Keren sekali
@rnnannd4641,2024-07-01T01:27:44Z,1,KEREEEN ABISSS SIH NIH🔥🔥🔥
@tiyaelisa3371,2024-07-01T01:26:58Z,0,Kereeen
@parfumkingsland55,2024-07-01T01:26:55Z,0,INI BARU NAMANYA ACARA MENDIDIK
@happyme4517,2024-07-01T01:26:00Z,505,Ibu yg lg hamil ini lg sholawatin biar anaknya sepinter mereka. Aminn🙏🙏🥺🥺
@fadilahsania,2024-07-01T01:25:58Z,1,ngeliat org pinter itu kesenangan tersendiri
@KamuAjaAkuGak,2024-07-01T01:25:34Z,0,"Eh Hanif pas masuk gak disorot pdhl dah siep² mau ss hahahahahha, btw keren bangetttt acaranya, berharap kedepannya makin diseriusin dan banyakin acara² model bgini. Seru banget liat kompetisi dg finalis banyak🤩"
@hananselma4867,2024-07-01T01:24:11Z,0,Kerennnnn
@SitiNurhaliza-rd3hj,2024-07-01T01:23:52Z,0,Keren ❤
@abayashikurata,2024-07-01T01:22:05Z,0,"Itu roud 2 . 
18 × total kubus = (.....) - 2(karena 1 kubus isinya 16) 
Koreksi kalo salah😁 ."
@user-vo9zw8wh6c,2024-07-01T01:21:34Z,1,Iriiiii😭😭😭😭😭
@yuliafahlitv90,2024-07-01T01:21:32Z,0,Semangat 45 nonton acara berkualitas seperti ini💪💪💪👍
@meeaw99,2024-07-01T01:21:17Z,0,"Pas ada tambahan dr universitas luar, jadi ikut tegang pliss 😭 mana ada dr Oxford pula 😭
Semoga pelajar pelajar dari kita bisa lolos ke babak selanjutnya. Semangattt 🔥"
@muhammadribas9230,2024-07-01T01:18:19Z,0,BUAT KAK IBNU YANG MEWAKILI UNHAS KAMU HEBAT BANGET KAK^ SEMANGAT YAH.. KAMU HEBAT BISA IKUT CAMPS INI
@AsdianiDiani,2024-07-01T01:18:16Z,0,Jadi motivasi
@firdiary3013,2024-07-01T01:17:33Z,0,Akhirnya bisa nonton acara berkualitas lagi
@WahyuniT.Gasaly1997,2024-07-01T01:17:10Z,0,Kerenn
@WahyuniT.Gasaly1997,2024-07-01T01:17:09Z,0,Kerenn
@rahmaiis7362,2024-07-01T01:16:08Z,0,Part caca bikin mewek bgt😭😭
@AuliaQonaah136,2024-07-01T01:15:21Z,0,Alhamdulillah. Indonesia masih punya generasi bibit2 unggul kyk mereka 😍 smoga di antara mereka kelak bisa menjadi pemimpin negara ini  ilmu2 mrka brmnfaat buat bangsa
@widihastutiwulandari8897,2024-07-01T01:08:44Z,0,Penasaran... Yg ngasih soal siapa..
@ripanjaa,2024-07-01T01:07:51Z,0,merinding yh..
@videoserba-serbi5579,2024-07-01T01:05:57Z,0,Suka lihat mereka yang berprestasi dan cerdas
@nurulfatihahtanreso8138,2024-07-01T01:03:38Z,0,Wahhh ini baru tontonan mantaaapppp🤭😭😭
@user-lj6qk8hw8z,2024-07-01T01:03:21Z,0,"Kayanya kalou gue ada di situ bakal
Polanga polongo deh😊"
@cintaaderi1913,2024-07-01T01:02:34Z,0,Sy nnton smbil berdoa Dan shalawat smoga anak2 ku bisa sepintar mereka
@Ismabackup-bd7xn,2024-07-01T01:02:17Z,0,"Ruang Guru kerennnnn, acara nya mirip varity show nya koreaa"
@syeiraputrivania691,2024-07-01T01:02:04Z,0,ko gue ikut seneng terharu gt ya😭🤍 semoga gue bisa sepi ter mereka bahkan lebih Aamiin
@miyayida,2024-07-01T00:58:24Z,0,busetdah keren bgt jir
@sasikarani6906,2024-07-01T00:58:03Z,0,Aku aja yang liat ikutan merinding pas tbtb ada tambahan peserta 🥲 apalagi mereka..
@AryWardhana,2024-07-01T00:57:14Z,0,Ga ada ya?? yang dari Sekolah biasa ikut ginian.....Minimal bajunya pake Blazer....
@nissasasmy,2024-07-01T00:57:07Z,0,Kereeeen ❤
@mifkhoir4591,2024-07-01T00:57:06Z,0,"Warga 78,4 menyimak"
@haerulumam3250,2024-07-01T00:56:46Z,0,Iklannya😞
@fidanura.1093,2024-07-01T00:56:29Z,0,Semoga viral sampai ke semua anak2 Indonesia ya Allah... Biar termotivasi lagi belajarnya
@goodbyewhen,2024-07-01T00:56:24Z,0,21:41 sayang banget penjelasan soalnya malah dipercepat ....
@aslikhaturrosyidah1030,2024-07-01T00:54:33Z,0,Acara ini harus rame sih
@user-kw2nc3sv8u,2024-07-01T00:54:16Z,149,"sumpah kalau ada yg berani hujat, aku jadi tameng terdepan alias NGAPAIN HUJAT LU YG HUJAT BELUM TENTU BISA SEHEBAT MEREKA PLEASE??? dan buat 10 peserta yg tereliminasi jangan sedih yaaa, kalian udah hebaattt buanget bisa standing disana, keren parah!"
@raumraumancerita261,2024-07-01T00:53:42Z,0,Saya pingin lihat jerom polin jadi peserta. Apa dia jadi juri?
@AlifiaIsma,2024-07-01T00:53:32Z,0,🥹hebatt semuaaa yang lolos sama ga lolosss❤❤❤
@gracelumbangaol3815,2024-07-01T00:50:38Z,0,"Sayang bgt pas bagiaj recap waktu malah gaada detail waktunya padahal pengen tahu, mungkin kalo next time ada COC pls kasih detail waktunya donggg, makasii ruang guru"
@karsa1293,2024-07-01T00:48:10Z,0,Seru bgt wooo
@melleniarizkya2495,2024-07-01T00:47:27Z,0,Mereka makannya apa sii😅 bisa se keren ini. Semangattttt
@ddewslini8542,2024-07-01T00:47:04Z,0,Semuanya keren 🌟
@gustiayuputuyuniulandari3155,2024-07-01T00:45:53Z,0,Sumpah keren bngttt
@Hexlit,2024-07-01T00:44:58Z,38,"Mungkin sedikit saran ke tim ruang guru, videonya bisa ditambahin subtitle inggris karena sudah banyak orang luar yang nonton acara ini"
@syahidahzahra278,2024-07-01T00:42:49Z,0,Ikut merinding bangetttt ngeliat orang²nyaa dah😭
@adetajularifin7433,2024-07-01T00:40:25Z,0,14:43 28:17
@ahluscules8201,2024-07-01T00:39:11Z,0,Thanks yg buat acara aku cuma bisa kasi subscribe sama like
@allieisally,2024-07-01T00:38:57Z,0,INI SERUUUUU BGT ASLI
@meika372,2024-07-01T00:36:46Z,599,"Insecure yg sesungguhnya, tim yg udh ngerasa fight bgt buat belajar trnyata bukanlah apa2 ngeliat ini😭"
@indriaazzahra4958,2024-07-01T00:36:43Z,0,"Wawancarain orang tuanya juga doong, spill cara pengasuhan anak2 ini"
@SaNN2210,2024-07-01T00:29:25Z,0,Mbak siapa yg berani menghujat mu orang pinter kok❤. Semoga semakin banyak unversitas Laen ikut . Buat yg gagal kalian orang orang yg hebat tapi belom beruntung
@dewilatifahpurbaningrum2609,2024-07-01T00:27:40Z,0,"MERINDING BANGETTTT, Apalagi pas muncul ada dari mhs study abroad 38:10 , menyalaaaa✨"
@cachahandika3120,2024-07-01T00:27:33Z,0,"Bagus pemainnya bukan chindo aja, ada pribumi juga"
@tutimaryati7731,2024-07-01T00:26:52Z,0,"Heran, ini kok gak trending2 yaa. Pdhal view dah jutaan"
@user-mw2iy5zx9i,2024-07-01T00:26:52Z,0,Gw liat ini shic shac shoc😭
@muhammadalgi4829,2024-07-01T00:25:22Z,0,Nunggu barudak uaien gabung✌
@MasaSih-pn2uv,2024-07-01T00:24:25Z,0,Kapan trending nya ini..padahal seru loh
@rahmaqoirulainun7059,2024-07-01T00:24:14Z,0,❤❤❤
@elislastri6468,2024-07-01T00:23:06Z,1,"Pernah nonton versi Korea nya dan ini beneran sama seru nyaaaaa, yuu maju pendidikan indonesiaaa❤❤❤❤"
@riomartin4924,2024-07-01T00:23:01Z,257,"Gw ngebayangin adik adik yg di pelosok ada di posisi ini, mereka berjuang utk mengeja huruf agar mengerti berbahasa saja udh keren banget."
@EnahBabakan,2024-07-01T00:21:59Z,1,"Kok belum Trending ya?
Padahal views nya udah bagus lohhh #trending"
@riyura4520,2024-07-01T00:20:32Z,0,SERUUUUU POLLLLL
@noviananurasyifa7503,2024-07-01T00:20:10Z,0,selain mereka yang tampil dengan kecerdasan nya aku juga kagum sama yang bikin soal dan edit video ini soalnya keren parah
@yobelkriszaidaxiipa1666,2024-07-01T00:19:47Z,0,"Banyak banyakin konten kayak gini dong, soalnya bagus banget ❤👍🏻"
@agungtriwibowo901,2024-07-01T00:15:03Z,0,Acara terbaik sampai merinding liatnya
@rosandap.simanjorang2988,2024-07-01T00:14:51Z,1,Shakira good game banget sihhhh🔥🔥🔥🔥
@nurauliafitrijarni472,2024-07-01T00:14:00Z,0,ya allah otakku gada apa2nya ini mahh😭🫵🏾semoga kita semua yang nonton sukses dengan jalan kita masing2
@yudhistiramaya,2024-07-01T00:13:07Z,0,Semoga kelas anakku bisa kayak gini...
@melisadwipuspita,2024-07-01T00:11:23Z,0,Menyala semua ❤ vibesnya orang pinter emang beda. Kyak gni yg haruse viral 🎉
@essykunutiyani5970,2024-07-01T00:10:01Z,0,"Bagus lagi, gue suka"
@ekojonathan1820,2024-07-01T00:08:09Z,0,Keren banget
@Windari02-gz4pi,2024-07-01T00:07:42Z,0,kerennnnnnnnn parahhh🤩
@nblptry_6311,2024-07-01T00:06:20Z,0,seruuu nungguin ini banget
@mawaddatulurfah107,2024-07-01T00:04:40Z,11,"Yg Nyapres nanti ada tes begini kayanya keren. Biar yg jadi presiden org smart berprestasi. 

Bravo anak Indonesia, I Proud Of You💪"
@imamnurhaq1453,2024-07-01T00:03:09Z,0,"Impian gue nih Dulu pengen dibarisan mereka, tapi apalah kuliah tidak terwujud"
@deviroviyan08,2024-07-01T00:01:10Z,0,"Kebanyakannya anak Sains.
Anak social nya cm akuntansi manajemen HI psikologi..
Padahal banyak juga anak² social yg pinter² yg pas SMA nya anak IPA.."
@nurakhafidalindi8288,2024-07-01T00:00:35Z,4,Ikut nanges senyum2 lihat remaja2 hebat 😭ternyata kalian beneran eksis di dunia ini😭plos banget jadi bagian dari pendidikan indonesia biar makin banyak anak indonesia yg ketularan cerdas cemerlang ky kaliaann😭😭😭😭
@fdrikaa,2024-06-30T23:57:58Z,0,"aq dengerin penjelasannya aja 
pusing pliz aplagi mreka yang ngerjain ya😭"
@Sulistyawaty-v3t,2024-06-30T23:57:21Z,1,Saran aku kurangin komentar dari para peserta dan diganti cara nyelesain masalahnya
@Jeongin.niee_,2024-06-30T23:55:38Z,0,25:57
@jayantipurwitasari6382,2024-06-30T23:53:32Z,0,Trending yuk trending❤
@zulfiaimtihana1458,2024-06-30T23:52:24Z,1,Merindinggg padahal baru ntn introduction nya doang☺ smg anak2 bisa pinter2 kaya gini Ya Allah 🤲
@ambayar503,2024-06-30T23:42:27Z,0,Ayo kita sakit kepala bersama😂😂😂
@awabcdefgh,2024-06-30T23:41:56Z,0,PARAH BAGUSSS BGT ❤️‍🔥❤️‍🔥❤️‍🔥😍😍😍👍🏻👍🏻👍🏻👍🏻
@YesiKirani,2024-06-30T23:41:32Z,0,SERU BANGET NONTONIN ORANG PINTAR 🤍😫
@vinchamutiara,2024-06-30T23:41:23Z,0,woii kerennn bgtttt💞💞💞💞
@Podcastbijak01,2024-06-30T23:40:06Z,0,Yang nonton juga ikut ngebul ini kepalanya😮
@user-qv1cj2ji1y,2024-06-30T23:36:26Z,0,Pengen nyobain ngerjain 😂
@MKholisB,2024-06-30T23:36:18Z,0,Wow jadi mirip university war
@yangzzriri,2024-06-30T23:36:14Z,0,anteng banget nontonnya😭 biasanya kalo aku nonton ginian nantinya jadi semangat belajar ea
@jjengwuff,2024-06-30T23:35:08Z,0,"PARAAAH SIH, KEREN BGT INIIII 🫶🫶🤍🤍🤍‼️‼️‼️‼️‼️💗💗💗"
@selenophilee28,2024-06-30T23:30:48Z,0,Akhirnya dibuat versi Indonesia
@azeera99,2024-06-30T23:30:15Z,0,9:38 ini soalnya kok ga ditampilin di video yah..biar kt bisa juga hitung..
@Charazy,2024-06-30T23:28:48Z,0,Menyala ruang guruuu
@azeera99,2024-06-30T23:28:07Z,0,nah acara kaya gini yg harus dapat sponsor yang banyak..
@yunn-yunni4328,2024-06-30T23:25:29Z,0,Allahumma sholli alaa sayyidina Muhammad. keren² sekali kakakk kakak iniii. proud banget yang fail tetep PD 💗🔥
@moh.abdulazis9982,2024-06-30T23:25:00Z,0,Dr bentuknya anak orkay semua ya 😅😅😅
@AisyahUmar-lf9lj,2024-06-30T23:23:44Z,17,"Beberapa minggu lalu nonton yg versi Korea...
Sempat kepikiran kenapa di Indonesia gak ada acara ini? 
Alhamdulillah... Sekarang ada acara sebagus ini di Indonesia❤"
@erenskz3525,2024-06-30T23:23:21Z,0,Kereeeen bangeeeet sih suka karena ada game show kaya gini di Indonesia. Thank you buat seluruh team yang udah kerja keras buat bikin ini!
@ululhumairo,2024-06-30T23:09:34Z,0,the intro is soo firee hello???
@KOZIL_,2024-06-30T23:08:24Z,4,Orang indonesia ga kekurangan orang pinter 💯 cuma banyak yg ga jujur aja 😢
@miraraudhatuljannah,2024-06-30T23:08:01Z,0,seru bangeeet
@user-js5yq3fz9j,2024-06-30T23:04:42Z,2,Iklannya aja aku ga skip
@susimarlina-jg7zm,2024-06-30T23:00:47Z,0,Faisal dr Brawijaya kamu keren jurusan manajemen bisa ngalahin anak kedokteran..mantap bro..semoga sukses... Lolos peride satu rangking 4..menyala abang kuh..
@obbysaputra,2024-06-30T22:59:57Z,0,Good job❤❤❤❤🎉🎉🎉
@RandaNF,2024-06-30T22:58:21Z,0,Jenius amin
@amekanaeru10,2024-06-30T22:56:49Z,0,acaranya seru banget huhu
@aliasalsabilla819,2024-06-30T22:55:32Z,0,🔥🔥🔥
@Nafla02,2024-06-30T22:53:56Z,0,Keren banget co acaranya ❤
@alifmidi5355,2024-06-30T22:47:00Z,0,Big thanks ruang guru. Ahirnya ada tontonan berkelass
@rabea9267,2024-06-30T22:45:34Z,1,"Please add English subtitles for the whole video for foreign viewers, thank you :)"
@youngsavage9151,2024-06-30T22:44:45Z,0,🔥🔥🔥
@Nuhsaputra,2024-06-30T22:40:54Z,0,Program yang sangat mengedukasi 😮😮😮😮
@Nana-sg8ht,2024-06-30T22:39:27Z,0,Masha Allah mereka makannya nasi kan ya
@mayangjulia2426,2024-06-30T22:34:00Z,2,Alhamdulillah... untung ga tetanggaan
@naladips,2024-06-30T22:31:33Z,47,"terima kasih ruangguru, setidaknya anak2 jaman sekarang punya idola lain selain tiktoker dan artis 😊"
@Yudimindriarahman,2024-06-30T22:30:18Z,0,ANAK ANAK INI PERNAH IKUT DEMO GAK SIH?😅
@pal7_punyecerite,2024-06-30T22:25:41Z,0,ga expect lycaa malah kepikiran hujatan netizen😭😭😭
@ervlyfe6151,2024-06-30T22:22:57Z,0,Waaaaa.. favorit ❤❤❤
@syalsabillaauliaivankaapri936,2024-06-30T22:16:27Z,0,"Aaah good job Ruang Guru, kangen banget acara-acara kayak gini, dulu ada di RTV Olimpiade Indonesia Cerdas, terus udah lama banget ngga ada acara2 adu kepintaran kek gini. Memotivasi bangettt pokoknya🤩"
@muhamadalif4729,2024-06-30T22:10:43Z,1,"GOKIL SIH PARAH, GA KALAH KEREN SAMA UNIVERSITY WAR KOREA"
@pacarnyazee,2024-06-30T22:10:10Z,3,"Acara yg mempermalukan wapres kita, wapres kita aja ipk nya 2,3, lah ini 3 koma keatas semua bjirr, banyak yang dari kampus Top Dunia pula, harusnya boycott nih gimana setuju gak RT58? Tohyg jadi Kominfo juga bukan dari lulusan Computer Science makanya gampang di hack, selama seminggu eror terus tuh hampir semua pelayanan publik 😭"
@tatazie1600,2024-06-30T22:06:03Z,0,"Please kalian harus viralin ini, biar tontonan kita berkualitas"
@nurjamilah4472,2024-06-30T22:05:22Z,0,Mirip² sama University War gasii inii.. keren bett dah bisa official dari Indoo
@leskingrot,2024-06-30T22:00:20Z,0,Kasih lah durasi per episode 1jam 2jam penjelasan penyelesaian tantangan nya jgn dipercepet diskip
@dhiraalifiah2806,2024-06-30T21:59:14Z,2,"Bisa""nya yang giniian gak trending _-"
@kristoferabraham9596,2024-06-30T21:53:57Z,0,KASIH LAWAN BUAT UNISRI SOLO DONG!!!!
@thegoddess6569,2024-06-30T21:46:15Z,0,Thanks ruang guru udh menciptakan acara yg berkualitas kayak gini . Semoga di banyakin di indo biar semuanya ketularan ambis❤!!
@Kumakankue,2024-06-30T21:34:05Z,0,Lihat mereka hati gw langsung insekyure🥹
@R.Catraaa,2024-06-30T21:29:51Z,0,Candu bngt sama suara maxwell
@ayuuameliav,2024-06-30T21:29:43Z,0,Mereka yang main berasa aku yang bangga 🥲
@renaldycandra9064,2024-06-30T21:26:58Z,0,Acara gini dong yg harus di adain tiap tahun😊
@mizuu2434,2024-06-30T21:26:35Z,0,Yesaya 🗿
@JungKook-ki2rl,2024-06-30T21:24:57Z,7,Please perbanyak acara seperti ini. Indonesia butuh tontonan yang mengedukasi
@nimassucianggraini6311,2024-06-30T21:09:28Z,0,"Meskipun mereka gagal tantangan itu, kalian ttep luar biasa pinternya.
Semangat teruss ya"
@erlandivandaris7414,2024-06-30T20:44:17Z,0,KEREN SEMUAAA
@ZardiniokiNusradti,2024-06-30T20:39:38Z,0,"Hai admin, aku ngga tau ini bakal di baca atau engga.. Tapi semoga kalo season ini berhasil, mau dong di buattin versi anak2 yang dari PTS. Banyak banget anak pinter yang kuliah di PTS, tapi karna capnya ""Swasta"" masih sering kena diskriminasi kalo anak PTS = bodoh, padahal engga :)

Semoga aja bisa jadi masukkan min :"")"
@mommy7366,2024-06-30T20:38:50Z,0,anak anak hebat😊
@putusari1904,2024-06-30T20:38:19Z,0,Yuk viral kan
@littlepig69,2024-06-30T20:33:38Z,0,NOOOOO RAFIFFF
@MimusDG,2024-06-30T20:32:24Z,0,Ada pola yang kalau di total 18 nilainya di round 2. Barusan nonton dapet info dari tiktok wkwk. Ini pagi-pagi lagi insomnia jam 3.30 wib ikutan mikir 😅
@yultomtompo5301,2024-06-30T20:31:47Z,0,Wawww semuanya keren2 banget❤
@talulalkhandari9267,2024-06-30T20:30:04Z,0,Jumlah anggota nya lebih seru kalo di samain
@umiuswah5620,2024-06-30T20:22:05Z,0,Semoga anak anakku sepinter ini
@yultomtompo5301,2024-06-30T20:15:41Z,0,Please jangan ada settingan😊
@muhamadfauzireza9499,2024-06-30T20:14:51Z,0,"Congrats buat tim ruangguru... kalian keren dan pesertanya juga keren2... 
Salam dari aku exrg ehhehehhe❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤"
@asmaqonita6962,2024-06-30T20:13:37Z,0,"Terima kasih ruangguru. Berkat series. Ini, saya jadi termotivasi"
@nizammusyaffa5731,2024-06-30T20:05:01Z,0,Kyknya kalo di kelompokin angka nya duluu bakal lebih cepet ga sih...
@syehbench1947,2024-06-30T20:03:47Z,0,Ini baru generasi emas
@atteambogorr312,2024-06-30T19:45:02Z,0,Kalau Aku Kuliah Maybe Masuk Ni Salah Satu Peserta Di Atas😄
@surantopupung9368,2024-06-30T19:23:42Z,0,Yesaya songong banget anjirttt 😂😂😂😂
@intananggi2908,2024-06-30T19:19:10Z,0,udayana hadir 😭☝🏼
@onerihilmi,2024-06-30T19:19:03Z,0,si maxwell ini kena evil editing ga sih wkwkwk yg suka nonton reality shownya korea pasti paham
@Fathy_aja,2024-06-30T19:16:15Z,166,sumpah harusnya indonesia tuh viralin acara yang kaya gini.... kaya anak indonesia tuh cerdas-cerdas bukan malah viral hal yang ngga jelas dan ngga bermutu
@dwidamayanti884,2024-06-30T19:14:54Z,0,Pake mejaa dong hehe
@rahmatmbuinga4968,2024-06-30T19:11:28Z,0,we need more like this omg!!!!
@konseppernikahan,2024-06-30T19:07:35Z,0,Mana STAN?
@surantopupung9368,2024-06-30T19:04:22Z,0,Ayokkk guyssss trandingkannnnnn
@amarjufri,2024-06-30T19:03:58Z,4,"Pengen nguulang waktu dari kecil buat belajar serius biar bisa pinter dan berprestasi kaya mereka, dan ikutan Clash Of Champions.. iri banget sihh😭😭"
@sleepinseoulwakeupinbusan,2024-06-30T19:02:46Z,1,TAMBAHIN SUBS ENGLISH MIN BIAR LEBIH BANYAK YANG NONTON LAGII
@Badakbercula24,2024-06-30T19:02:39Z,0,GOKIL BROOOO🔥
@ryuchimamoru12,2024-06-30T18:59:33Z,0,🔥🔥🔥
@ginamwa5479,2024-06-30T18:59:24Z,21,BOLEH GA EPISODE SELANJUTNYA NANTI DURASINYA TAMBAHINNN MINIMAL 1 JAM TRUS PALING LAMA 2 JAM GITU! HYPE NYA GEDE BANGET INI TRENDING TIKTOK AMA TWT. INI YOUTUBE VIEWSNYA JUGA LUMAYAN! PLEASEEEEE
@ginamwa5479,2024-06-30T18:57:07Z,0,Wuahhhh duarinya ampe kerasa singkat banget saking sukanya! Kerenn
@sripujayanti-cici9072,2024-06-30T18:44:03Z,0,"KEREN BANGET RUANG GURU, semoga makin banyak lagi acara berkualitas dan mendidik seperti ini❤"
@user-fv7ph2zd8z,2024-06-30T18:39:57Z,1,"Ikut bangga banget nonton ini, semoga kelak anak2ku juga bisa sehebat2 kakak2 ini Aamiin"
@sahmannurjaya8266,2024-06-30T18:36:04Z,0,Jadi pengen ikutan wkwk
@dsythDuaDelapan,2024-06-30T18:35:21Z,0,"Nonton ini sama bokap nyokap, selesai nonton gw langsung di kick dari kk"
@sugianthi2946,2024-06-30T18:35:21Z,0,"Salfok naufal, paling gak rapi weeh penampilannya 🙏🏻😅"
@dsythDuaDelapan,2024-06-30T18:34:43Z,0,Cocok buat ditonton bersama keluarga nesar
@dvtans,2024-06-30T18:33:17Z,0,Trendingin guysssss
@dinnamulia8796,2024-06-30T18:32:04Z,0,dari awal nnton  smpe akhir ekspresi aku 😮😮😮
@marissadeguiasurya2348,2024-06-30T18:31:25Z,0,mantap keren kontenya kyk gini konten2 indonesia biar pinter rakyat
@viraameliayulanda116,2024-06-30T18:30:25Z,0,"MERINDING BANGET YAALLAH, KERENNNN. SALAM BAC 🔥🔥🔥"
@user-tn4un6el1e,2024-06-30T18:27:13Z,0,Plis ini durasi nya terlalu singkat kalo 30-40 menit kalo bisa 2 jam biar ngebul otak. Buat team editor kalo kontestan lagi menjelaskan soal ny mereka kerjakan jangan di skip di percepat biar kita juga yg nonton tau cara mereka ngerjakan soal nya.salut buat ruang guru dan team. Dan juga buat susu cimory yg mau jadi sponsor utama ini acara gokil nih.. gak cuman clash of champion yg di dukung cimory tapi ada juga acara taunan poc semoga sukses.
@nindycahya_a,2024-06-30T18:19:21Z,0,Harus trending!!!!! Keren bgt sm generasi penerus bangsaa
@fittt,2024-06-30T18:17:37Z,17,"Nah bikin acara tuh kayak gini biar bisa dijadikan motivasi buat anak bangsa, jgn malah bikin acara yg malah merusak pola pikir anak bangsa.
Sukses terus ruang guru!!
Tugas kita sebagai netizen trendingkan guyss!!"
@friskatondang2647,2024-06-30T18:17:12Z,0,pada keren keren banget iniiii. kalian membuatku terpacuuu
@user-sk8yv7ny8n,2024-06-30T18:17:04Z,0,Ini baru konten berkelassssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss
@yjh1004angel,2024-06-30T18:15:22Z,1,Editan nya ala-ala acara survival korea ya keren 👏👏
@sukanahfamily,2024-06-30T18:13:23Z,0,Semua nya keren bgt suka bgt sama acara initially
@rinaaa1116,2024-06-30T18:11:07Z,0,🔥🔥🔥🔥🔥
@khalishaputri9047,2024-06-30T18:08:32Z,0,IPB HERE WE GO!!!
@AquAdes-fn7uu,2024-06-30T18:07:09Z,0,"Sebenarnya soalnya biasa aja IPK gua aja 3,9 gak di undang wkwkwkwk"
@user-ie6xu9ni5l,2024-06-30T18:06:08Z,0,mau muntah nontonnya 😢
@seringjalan,2024-06-30T18:02:05Z,0,Seneng banget ngeliat pertempuran orang orang hebat yang akhirnya kalah sama orang hebat lainnya
@willjan5454,2024-06-30T17:59:50Z,0,keren parah..
@BadTwitter-sy6cu,2024-06-30T17:59:18Z,0,"Shownya enak ditonton, meskipun kiblatnya Korea tapi ini keren banget"
@BadTwitter-sy6cu,2024-06-30T17:57:40Z,0,"Keren banget, kita butuh tontonan seperti ini"
@marjonoputro5391,2024-06-30T17:52:21Z,0,SERU BGT sumpah tinggal duel2 nya biar tambah seru😂
@novaanggraini4997,2024-06-30T17:50:53Z,0,konsepnya kereen
@jeceyinn,2024-06-30T17:50:52Z,0,kaget bgt tbtb muncul kaist..... bjil
@miftahfauzi311,2024-06-30T17:46:00Z,1,"Yukk tembusin like nya sampe 1 juta tunjukan bahwa warga Indonesia membutuhkan tontonan yang berkualitas dan bermutu seperti Ruang guru ini agar anak"" kita generasi selanjutnya semakin banyak dan termotivasi belajar ❤❤❤"
@Lunara-gk8xe,2024-06-30T17:45:05Z,0,Merinding bngt pas masih ada 10 dari univ lain😭
@jokosutrisno6015,2024-06-30T17:44:39Z,1,"SUMPAAHHH GW SUKA BANGETTT, GREGEETTT CUUYYY, ngeliat orang pinter pada tanding, yg pinter aja masih kesusahan apa lagi yg.. You know lah ya wkwkwkw"
@buburayam2303,2024-06-30T17:42:43Z,1,Editor jngan dicepetin dong pas bahas soal nya😢
@elyusuf1422,2024-06-30T17:42:39Z,0,ga lolos sj sudah luarbiasa siapa gw yg mau menghujazat
@k.y.sproject2126,2024-06-30T17:41:26Z,0,"wahh kak emilda semangatt berharap bisa lolos biar unair full team, good job kak"
@33th,2024-06-30T17:39:50Z,1,PLEASEEEE put eng subtitles please please please i literally never comment but i’m BEGGING YOU pleaseeee 🧎‍♀️🧎‍♀️🧎‍♀️🙏🙏🙏🙏
@kalera693,2024-06-30T17:36:57Z,0,Orang orang ambis nih seruu
@ochirudewi6675,2024-06-30T17:35:45Z,0,Dukung terus kayak gini biar viral yg bae bae
@maulidilikhsan9887,2024-06-30T17:33:57Z,0,WAJIB TRENDING!!!!!!
@silvyauliaputri2598,2024-06-30T17:33:28Z,0,Wahh parah bgtt keren bgttt. Ayo  terus dukung dan lestarikan reality show yg bisa memacu semangat bljr generasi muda Indonesia!
@mr.vantonsea3663,2024-06-30T17:31:10Z,133,"Buat Ibnu if you read this, don't worry di atas langit masih ada langit and you're not the worst just not our capacity to do maths 😊 thank you for represent international relations in this competition. I hope you're successful in the future as diplomat"
@amaliaabbas434,2024-06-30T17:31:05Z,0,"Apresiasi sih walau bukan dalam bidangnya tapi usahanya memang gak kaleng"" kalian smua hebat"
@baqo7497,2024-06-30T17:29:50Z,0,"The best kak Jessica,ngo ngos dibabak pertama❤"
@Jaonxmp3,2024-06-30T17:29:23Z,1,"ACARA BAGUS INI, MESKIPUN AKU SENGKLEK. TAPI TETEP SERU NNTONNYA"
@achyagustam5780,2024-06-30T17:28:07Z,0,Gokil❤
